sales_key,order_id,customer_key,customer_id,customer_name,city,product_key,product_name,category,amount,quantity,status,order_date
502,ORD-2026-10502,29,CUST-1029,Enterprise Client 29,Toronto,4,Quantum Blade Server X1,Enterprise Hardware,15910.27,2,PENDING,2026-04-22 12:10:00
503,ORD-2026-10503,42,CUST-1042,Enterprise Client 42,Austin,14,Security Audit Agent,Cybersecurity,7250.47,3,CANCELLED,2026-01-26 11:53:00
504,ORD-2026-10504,12,CUST-1012,Enterprise Client 12,Chicago,9,Predictive Engine AI,Analytics Suite,10584.68,2,COMPLETED,2026-01-21 16:13:00
505,ORD-2026-10505,18,CUST-1018,Enterprise Client 18,Tokyo,13,Zero Trust Shield,Cybersecurity,9505.99,4,COMPLETED,2026-06-24 12:18:00
506,ORD-2026-10506,25,CUST-1025,Enterprise Client 25,Berlin,7,BI Analytics Studio,Analytics Suite,19697.54,2,COMPLETED,2026-05-05 09:54:00
507,ORD-2026-10507,21,CUST-1021,Enterprise Client 21,Sydney,7,BI Analytics Studio,Analytics Suite,36032.66,4,COMPLETED,2026-05-04 16:03:00
508,ORD-2026-10508,1,CUST-1001,Enterprise Client 1,San Francisco,3,API Gateway Enterprise,Cloud Software,16854.03,2,PENDING,2026-03-22 16:56:00
509,ORD-2026-10509,16,CUST-1016,Enterprise Client 16,San Francisco,9,Predictive Engine AI,Analytics Suite,4942.74,1,CANCELLED,2026-02-04 17:34:00
510,ORD-2026-10510,44,CUST-1044,Enterprise Client 44,Austin,4,Quantum Blade Server X1,Enterprise Hardware,16427.01,2,CANCELLED,2026-08-02 16:03:00
511,ORD-2026-10511,22,CUST-1022,Enterprise Client 22,Austin,1,DataPulse Suite v4,Cloud Software,65050.94,5,COMPLETED,2026-05-10 16:50:00
512,ORD-2026-10512,36,CUST-1036,Enterprise Client 36,Toronto,1,DataPulse Suite v4,Cloud Software,13255.07,1,CANCELLED,2026-03-05 10:55:00
513,ORD-2026-10513,13,CUST-1013,Enterprise Client 13,Sydney,11,Model Training Pipeline,AI Infrastructure,41053.02,5,COMPLETED,2026-02-08 17:32:00
514,ORD-2026-10514,19,CUST-1019,Enterprise Client 19,London,10,GPU Acceleration Node,AI Infrastructure,79569.38,5,COMPLETED,2026-08-18 08:19:00
515,ORD-2026-10515,27,CUST-1027,Enterprise Client 27,Toronto,9,Predictive Engine AI,Analytics Suite,23217.26,4,PENDING,2026-05-12 08:17:00
516,ORD-2026-10516,38,CUST-1038,Enterprise Client 38,Berlin,7,BI Analytics Studio,Analytics Suite,30842.35,3,COMPLETED,2026-06-03 12:55:00
517,ORD-2026-10517,13,CUST-1013,Enterprise Client 13,Sydney,12,LLM Inference Engine,AI Infrastructure,20718.19,2,COMPLETED,2026-04-27 11:30:00
518,ORD-2026-10518,14,CUST-1014,Enterprise Client 14,Seattle,8,Stream Processing Hub,Analytics Suite,68701.33,5,PENDING,2026-01-05 14:11:00
519,ORD-2026-10519,44,CUST-1044,Enterprise Client 44,Austin,8,Stream Processing Hub,Analytics Suite,39659.63,3,COMPLETED,2026-03-15 13:44:00
520,ORD-2026-10520,46,CUST-1046,Enterprise Client 46,Berlin,9,Predictive Engine AI,Analytics Suite,5620.66,1,COMPLETED,2026-01-01 16:21:00
521,ORD-2026-10521,1,CUST-1001,Enterprise Client 1,San Francisco,5,Storage Array SAN-500,Enterprise Hardware,19407.84,2,PENDING,2026-01-21 13:55:00
522,ORD-2026-10522,43,CUST-1043,Enterprise Client 43,Tokyo,7,BI Analytics Studio,Analytics Suite,20561.36,2,COMPLETED,2026-01-30 15:03:00
523,ORD-2026-10523,37,CUST-1037,Enterprise Client 37,San Francisco,12,LLM Inference Engine,AI Infrastructure,48717.92,5,COMPLETED,2026-04-09 14:53:00
524,ORD-2026-10524,30,CUST-1030,Enterprise Client 30,Sydney,5,Storage Array SAN-500,Enterprise Hardware,41466.91,5,COMPLETED,2026-03-23 16:09:00
525,ORD-2026-10525,23,CUST-1023,Enterprise Client 23,Seattle,9,Predictive Engine AI,Analytics Suite,15384.44,3,COMPLETED,2026-04-19 08:40:00
526,ORD-2026-10526,8,CUST-1008,Enterprise Client 8,Seattle,8,Stream Processing Hub,Analytics Suite,68626.49,5,COMPLETED,2026-03-16 08:57:00
527,ORD-2026-10527,29,CUST-1029,Enterprise Client 29,Toronto,3,API Gateway Enterprise,Cloud Software,8321.44,1,COMPLETED,2026-03-27 13:40:00
528,ORD-2026-10528,44,CUST-1044,Enterprise Client 44,Austin,7,BI Analytics Studio,Analytics Suite,18433.31,2,COMPLETED,2026-06-21 18:06:00
529,ORD-2026-10529,34,CUST-1034,Enterprise Client 34,Berlin,1,DataPulse Suite v4,Cloud Software,45150.61,3,CANCELLED,2026-03-04 16:58:00
530,ORD-2026-10530,1,CUST-1001,Enterprise Client 1,San Francisco,7,BI Analytics Studio,Analytics Suite,49744.39,5,PENDING,2026-06-22 10:32:00
531,ORD-2026-10531,25,CUST-1025,Enterprise Client 25,Berlin,8,Stream Processing Hub,Analytics Suite,52931.15,4,COMPLETED,2026-01-25 18:37:00
532,ORD-2026-10532,50,CUST-1050,Enterprise Client 50,Austin,8,Stream Processing Hub,Analytics Suite,12671.68,1,COMPLETED,2026-02-04 13:42:00
533,ORD-2026-10533,31,CUST-1031,Enterprise Client 31,Berlin,6,Edge Compute Gateway,Enterprise Hardware,15572.0,3,PENDING,2026-07-18 11:28:00
534,ORD-2026-10534,24,CUST-1024,Enterprise Client 24,Toronto,8,Stream Processing Hub,Analytics Suite,27282.85,2,COMPLETED,2026-05-01 15:49:00
535,ORD-2026-10535,34,CUST-1034,Enterprise Client 34,Berlin,1,DataPulse Suite v4,Cloud Software,45939.08,3,PENDING,2026-05-19 08:10:00
536,ORD-2026-10536,19,CUST-1019,Enterprise Client 19,London,9,Predictive Engine AI,Analytics Suite,23590.17,4,COMPLETED,2026-07-20 15:21:00
537,ORD-2026-10537,34,CUST-1034,Enterprise Client 34,Berlin,14,Security Audit Agent,Cybersecurity,2522.97,1,COMPLETED,2026-07-29 18:50:00
538,ORD-2026-10538,17,CUST-1017,Enterprise Client 17,San Francisco,10,GPU Acceleration Node,AI Infrastructure,47337.87,3,COMPLETED,2026-06-12 13:03:00
539,ORD-2026-10539,13,CUST-1013,Enterprise Client 13,Sydney,7,BI Analytics Studio,Analytics Suite,50865.48,5,COMPLETED,2026-03-20 08:24:00
540,ORD-2026-10540,40,CUST-1040,Enterprise Client 40,London,10,GPU Acceleration Node,AI Infrastructure,27605.58,2,COMPLETED,2026-01-06 13:04:00
541,ORD-2026-10541,14,CUST-1014,Enterprise Client 14,Seattle,9,Predictive Engine AI,Analytics Suite,17249.22,3,COMPLETED,2026-02-13 13:19:00
542,ORD-2026-10542,8,CUST-1008,Enterprise Client 8,Seattle,12,LLM Inference Engine,AI Infrastructure,47799.16,5,COMPLETED,2026-07-18 08:32:00
543,ORD-2026-10543,31,CUST-1031,Enterprise Client 31,Berlin,3,API Gateway Enterprise,Cloud Software,9526.09,1,COMPLETED,2026-08-19 14:05:00
544,ORD-2026-10544,49,CUST-1049,Enterprise Client 49,Seattle,10,GPU Acceleration Node,AI Infrastructure,64921.03,4,COMPLETED,2026-07-03 13:33:00
545,ORD-2026-10545,35,CUST-1035,Enterprise Client 35,Berlin,13,Zero Trust Shield,Cybersecurity,7368.86,3,PENDING,2026-04-26 11:59:00
546,ORD-2026-10546,37,CUST-1037,Enterprise Client 37,San Francisco,6,Edge Compute Gateway,Enterprise Hardware,5266.69,1,CANCELLED,2026-07-27 15:20:00
547,ORD-2026-10547,31,CUST-1031,Enterprise Client 31,Berlin,10,GPU Acceleration Node,AI Infrastructure,29963.22,2,COMPLETED,2026-05-24 18:46:00
548,ORD-2026-10548,17,CUST-1017,Enterprise Client 17,San Francisco,4,Quantum Blade Server X1,Enterprise Hardware,28956.95,4,COMPLETED,2026-05-02 11:16:00
549,ORD-2026-10549,3,CUST-1003,Enterprise Client 3,Seattle,12,LLM Inference Engine,AI Infrastructure,46462.57,5,CANCELLED,2026-01-04 13:33:00
550,ORD-2026-10550,15,CUST-1015,Enterprise Client 15,Sydney,12,LLM Inference Engine,AI Infrastructure,18824.93,2,COMPLETED,2026-06-10 18:14:00
551,ORD-2026-10551,34,CUST-1034,Enterprise Client 34,Berlin,3,API Gateway Enterprise,Cloud Software,8178.13,1,CANCELLED,2026-02-10 11:04:00
552,ORD-2026-10552,19,CUST-1019,Enterprise Client 19,London,1,DataPulse Suite v4,Cloud Software,71752.54,5,COMPLETED,2026-06-11 12:28:00
553,ORD-2026-10553,6,CUST-1006,Enterprise Client 6,Seattle,5,Storage Array SAN-500,Enterprise Hardware,37288.51,4,COMPLETED,2026-03-23 17:17:00
554,ORD-2026-10554,13,CUST-1013,Enterprise Client 13,Sydney,13,Zero Trust Shield,Cybersecurity,12523.56,5,COMPLETED,2026-04-02 09:57:00
555,ORD-2026-10555,28,CUST-1028,Enterprise Client 28,New York,10,GPU Acceleration Node,AI Infrastructure,43771.42,3,COMPLETED,2026-04-17 14:08:00
556,ORD-2026-10556,32,CUST-1032,Enterprise Client 32,Berlin,2,Cloud Sync Pro,Cloud Software,34438.76,3,PENDING,2026-01-31 08:57:00
557,ORD-2026-10557,17,CUST-1017,Enterprise Client 17,San Francisco,3,API Gateway Enterprise,Cloud Software,19050.14,2,COMPLETED,2026-06-21 11:29:00
558,ORD-2026-10558,25,CUST-1025,Enterprise Client 25,Berlin,6,Edge Compute Gateway,Enterprise Hardware,11840.72,2,CANCELLED,2026-08-01 13:35:00
559,ORD-2026-10559,7,CUST-1007,Enterprise Client 7,San Francisco,4,Quantum Blade Server X1,Enterprise Hardware,14476.92,2,COMPLETED,2026-02-17 13:57:00
560,ORD-2026-10560,47,CUST-1047,Enterprise Client 47,Seattle,2,Cloud Sync Pro,Cloud Software,25082.73,2,COMPLETED,2026-05-05 11:03:00
561,ORD-2026-10561,33,CUST-1033,Enterprise Client 33,Seattle,9,Predictive Engine AI,Analytics Suite,24751.55,5,CANCELLED,2026-01-11 08:31:00
562,ORD-2026-10562,4,CUST-1004,Enterprise Client 4,Toronto,10,GPU Acceleration Node,AI Infrastructure,42442.39,3,CANCELLED,2026-01-25 17:29:00
563,ORD-2026-10563,8,CUST-1008,Enterprise Client 8,Seattle,8,Stream Processing Hub,Analytics Suite,73760.5,5,COMPLETED,2026-08-16 17:10:00
564,ORD-2026-10564,18,CUST-1018,Enterprise Client 18,Tokyo,3,API Gateway Enterprise,Cloud Software,46703.2,5,COMPLETED,2026-01-14 14:43:00
565,ORD-2026-10565,38,CUST-1038,Enterprise Client 38,Berlin,13,Zero Trust Shield,Cybersecurity,4677.85,2,PENDING,2026-02-02 08:25:00
566,ORD-2026-10566,21,CUST-1021,Enterprise Client 21,Sydney,7,BI Analytics Studio,Analytics Suite,9983.95,1,CANCELLED,2026-04-20 17:43:00
567,ORD-2026-10567,37,CUST-1037,Enterprise Client 37,San Francisco,11,Model Training Pipeline,AI Infrastructure,9188.48,1,CANCELLED,2026-02-21 14:22:00
568,ORD-2026-10568,13,CUST-1013,Enterprise Client 13,Sydney,1,DataPulse Suite v4,Cloud Software,13495.38,1,COMPLETED,2026-06-23 12:56:00
569,ORD-2026-10569,31,CUST-1031,Enterprise Client 31,Berlin,2,Cloud Sync Pro,Cloud Software,12631.18,1,COMPLETED,2026-04-29 13:50:00
570,ORD-2026-10570,15,CUST-1015,Enterprise Client 15,Sydney,6,Edge Compute Gateway,Enterprise Hardware,21417.04,4,PENDING,2026-02-07 08:18:00
571,ORD-2026-10571,40,CUST-1040,Enterprise Client 40,London,7,BI Analytics Studio,Analytics Suite,19878.24,2,CANCELLED,2026-01-30 12:38:00
572,ORD-2026-10572,38,CUST-1038,Enterprise Client 38,Berlin,1,DataPulse Suite v4,Cloud Software,13226.69,1,COMPLETED,2026-04-03 17:41:00
573,ORD-2026-10573,42,CUST-1042,Enterprise Client 42,Austin,9,Predictive Engine AI,Analytics Suite,20544.46,4,COMPLETED,2026-08-16 09:55:00
574,ORD-2026-10574,39,CUST-1039,Enterprise Client 39,Seattle,12,LLM Inference Engine,AI Infrastructure,43160.59,5,COMPLETED,2026-01-25 09:50:00
575,ORD-2026-10575,36,CUST-1036,Enterprise Client 36,Toronto,11,Model Training Pipeline,AI Infrastructure,28161.8,3,COMPLETED,2026-05-02 08:55:00
576,ORD-2026-10576,50,CUST-1050,Enterprise Client 50,Austin,3,API Gateway Enterprise,Cloud Software,8853.46,1,CANCELLED,2026-02-14 10:54:00
577,ORD-2026-10577,4,CUST-1004,Enterprise Client 4,Toronto,7,BI Analytics Studio,Analytics Suite,20466.08,2,PENDING,2026-03-01 08:58:00
578,ORD-2026-10578,19,CUST-1019,Enterprise Client 19,London,1,DataPulse Suite v4,Cloud Software,55909.02,4,COMPLETED,2026-04-08 13:35:00
579,ORD-2026-10579,36,CUST-1036,Enterprise Client 36,Toronto,13,Zero Trust Shield,Cybersecurity,9827.13,4,COMPLETED,2026-06-20 17:42:00
580,ORD-2026-10580,40,CUST-1040,Enterprise Client 40,London,7,BI Analytics Studio,Analytics Suite,20833.11,2,CANCELLED,2026-01-05 08:40:00
581,ORD-2026-10581,42,CUST-1042,Enterprise Client 42,Austin,11,Model Training Pipeline,AI Infrastructure,36543.79,4,CANCELLED,2026-04-29 14:16:00
582,ORD-2026-10582,45,CUST-1045,Enterprise Client 45,New York,6,Edge Compute Gateway,Enterprise Hardware,11633.35,2,COMPLETED,2026-07-26 16:32:00
583,ORD-2026-10583,49,CUST-1049,Enterprise Client 49,Seattle,2,Cloud Sync Pro,Cloud Software,37536.5,3,COMPLETED,2026-06-29 18:18:00
584,ORD-2026-10584,4,CUST-1004,Enterprise Client 4,Toronto,7,BI Analytics Studio,Analytics Suite,28573.62,3,COMPLETED,2026-08-15 12:59:00
585,ORD-2026-10585,40,CUST-1040,Enterprise Client 40,London,13,Zero Trust Shield,Cybersecurity,4294.57,2,COMPLETED,2026-03-02 15:13:00
586,ORD-2026-10586,22,CUST-1022,Enterprise Client 22,Austin,12,LLM Inference Engine,AI Infrastructure,48349.64,5,COMPLETED,2026-03-31 12:25:00
587,ORD-2026-10587,17,CUST-1017,Enterprise Client 17,San Francisco,3,API Gateway Enterprise,Cloud Software,9418.69,1,COMPLETED,2026-03-19 08:36:00
588,ORD-2026-10588,42,CUST-1042,Enterprise Client 42,Austin,9,Predictive Engine AI,Analytics Suite,28975.79,5,PENDING,2026-04-07 17:29:00
589,ORD-2026-10589,50,CUST-1050,Enterprise Client 50,Austin,14,Security Audit Agent,Cybersecurity,12888.68,5,COMPLETED,2026-04-25 13:58:00
590,ORD-2026-10590,45,CUST-1045,Enterprise Client 45,New York,5,Storage Array SAN-500,Enterprise Hardware,35602.45,4,CANCELLED,2026-05-27 11:07:00
591,ORD-2026-10591,49,CUST-1049,Enterprise Client 49,Seattle,4,Quantum Blade Server X1,Enterprise Hardware,15321.38,2,COMPLETED,2026-08-01 16:33:00
592,ORD-2026-10592,24,CUST-1024,Enterprise Client 24,Toronto,7,BI Analytics Studio,Analytics Suite,9540.04,1,COMPLETED,2026-07-10 14:37:00
593,ORD-2026-10593,7,CUST-1007,Enterprise Client 7,San Francisco,14,Security Audit Agent,Cybersecurity,2548.06,1,COMPLETED,2026-06-10 08:00:00
594,ORD-2026-10594,10,CUST-1010,Enterprise Client 10,Austin,3,API Gateway Enterprise,Cloud Software,8617.32,1,COMPLETED,2026-06-14 11:41:00
595,ORD-2026-10595,11,CUST-1011,Enterprise Client 11,New York,10,GPU Acceleration Node,AI Infrastructure,60511.17,4,PENDING,2026-03-31 09:43:00
596,ORD-2026-10596,46,CUST-1046,Enterprise Client 46,Berlin,7,BI Analytics Studio,Analytics Suite,9609.07,1,COMPLETED,2026-02-15 15:03:00
597,ORD-2026-10597,42,CUST-1042,Enterprise Client 42,Austin,5,Storage Array SAN-500,Enterprise Hardware,25568.19,3,COMPLETED,2026-01-26 13:38:00
598,ORD-2026-10598,30,CUST-1030,Enterprise Client 30,Sydney,15,Identity Vault Pro,Cybersecurity,19222.87,3,COMPLETED,2026-05-27 17:44:00
599,ORD-2026-10599,20,CUST-1020,Enterprise Client 20,Chicago,13,Zero Trust Shield,Cybersecurity,2532.98,1,COMPLETED,2026-06-16 14:38:00
600,ORD-2026-10600,28,CUST-1028,Enterprise Client 28,New York,3,API Gateway Enterprise,Cloud Software,31837.56,4,COMPLETED,2026-06-01 16:03:00
